OID_,CID,avg_rain,water,vegetation,slope,rugged,productivity,geology,elevation,min_temp,aspect,rabbit,pig,temp_diff,lantana,land_clear,horse,habitat,grazing,goat,fox_den,flood,drought,dog,inapp_fire,cat_den,lat,long
0,0,92.0020981,2415.189941,3,0.21535,141.1269989,0.500666,1,544.1149902,11.2504997,4.65698,0.385857,0.384649,0.168731,0.687708,0,0.562542,0.482021,0,0.0689884,0.263323,4,0,0.73641,0,0.190806,-3291251.22,1958408.37
1,0,92.1007004,3422.780029,1,7.7828202,342.6539917,0.550593,1,475.4509888,12.1524,114.1139984,0.186444,0.13035,0.279599,0.62432,0,0.479203,0.921197,0,0.0661994,0.13248,2,1,0.639737,0,0.174927,-3269487.762,1992715.656
2,0,84.9857025,1003.429993,3,2.8426499,227.9779968,0.525882,1,710.9500122,10.3304996,338.3590088,0.413013,0.469707,0.177599,0.407819,0,0.564542,0.923927,0,0.0842677,0.252207,10,1,0.751464,0,0.197165,-3292900.969,1949262.688
3,0,65.8051987,1026.170044,3,9.8021898,740.2869873,0.462995,4,575.5750122,8.2056198,199.4730072,0.537709,0.297979,0.378286,0.0174205,0,0.63604,0.746041,0,0.306047,0.306748,2,3,0.651772,0,0.214107,-3918267.044,1649423.417
4,0,85.5170975,2873.169922,3,6.8940101,530.8829956,0.505935,4,834.1090088,9.7840796,222.4429932,0.419953,0.280714,0.441006,0.295512,0,0.45891,0.820139,0,0.063919,0.159239,3,0,0.681876,1,0.179128,-3395757.335,1931560.185
5,0,99.2734985,1004.359985,2,4.5145798,263.9859924,0.506293,4,310.0669861,11.3481998,161.3690033,0.378364,0.243734,0.0650613,0.608061,1,0.535143,0.768287,2,0.110969,0.316706,0,1,0.614185,0,0.178291,-3653594.763,1813754.847
6,0,93.4515991,1000.099976,3,5.1409402,359.3320007,0.509165,4,245.6109924,10.5016003,122.9660034,0.383287,0.287204,0.436296,0.622744,0,0.558833,0.865161,0,0.0621373,0.106782,3,0,0.686664,1,0.175043,-3377845.343,1936867.007
7,0,75.3739014,1003.27002,3,9.2061901,569.2109985,0.495756,1,719.1190186,8.4256096,157.8509979,0.332519,0.322906,0.273062,0.0216678,0,0.347718,0.910844,0,0.26195,0.360407,1,1,0.629092,0,0.206865,-3591960.327,1702742.777
8,0,120.1320038,2005.699951,2,6.5745101,406.3120117,0.589994,1,457.6419983,10.9575005,332.2590027,0.390858,0.24592,0.243159,0.532136,0,0.644473,0.843322,1,0.154052,0.124157,0,2,0.68847,0,0.156668,-3646887.349,1829244.444
9,0,92.9937973,1414.640015,3,2.9909301,206.4550018,0.484418,1,633.1220093,10.6957998,292.9590149,0.294341,0.10877,0.236095,0.52527,0,0.363811,0.666676,1,0.0645178,0.277447,2,0,0.620173,1,0.199081,-3201173.172,1967014.217
10,0,81.6691971,1006.969971,5,7.10671,297.3760071,0.48105,1,754.4940186,10.7087002,157.8470001,0.291195,0.11717,0.221572,0.338551,0,0.342305,0.835359,1,0.0961554,0.455941,1,0,0.652265,0,0.18639,-3191414.591,1964370.188
11,0,77.9697037,0,5,0.92006,242.3679962,0.510985,4,94.4760971,10.8446999,128.7169952,0.502222,0.222548,0.320021,0.301642,0,0.702654,0.885544,0,0.246828,0.273809,6,3,0.659198,1,0.188738,-3941148.887,1669198.341
12,0,100.7080002,2442.219971,3,3.64325,187.6430054,0.557596,1,494.0589905,13.2223997,182.048996,0.345122,0.263184,0.34166,0.669907,0,0.573852,0.799227,0,0.111341,0.148284,2,0,0.720899,1,0.161524,-3102472.602,2016998.851
13,0,100.3799973,1011.080017,3,11.4975996,640.9979858,0.536888,4,518.9500122,10.2255001,154.8619995,0.379352,0.291725,0.393502,0.515697,0,0.549442,0.918107,0,0.0642501,0.0906927,3,0,0.695365,1,0.163524,-3375550.81,1941749.755
14,0,80.3917999,1011.340027,3,7.1038098,447.9429932,0.47971,3,470.8190002,10.0705996,41.2125015,0.419967,0.28305,0.474486,0.576801,0,0.529793,0.804092,0,0.0703193,0.226666,3,0,0.664821,1,0.1749,-3401225.874,1928444.73
15,0,68.8927994,1416,3,2.91078,161.6799927,0.44988,4,503.1040039,11.1309996,209.3659973,0.389494,0.46048,0.358201,0.550531,0,0.631629,0.601667,1,0.109492,0.34271,2,0,0.707503,0,0.21283,-3244520.463,1956744.003
16,0,91.7906036,1497.670044,3,17.9617996,804.690979,0.50991,2,703.8179932,9.12286,332.7890015,0.448953,0.463538,0.585536,0.499015,0,0.605209,0.738759,0,0.112856,0.1322,2,0,0.725032,1,0.164887,-3502389.588,1904067.323
17,0,100.435997,4000.290039,3,0.822403,147.0359955,0.4813,4,131.2630005,12.7191,1.96733,0.294144,0.294838,0.377771,0.624507,1,0.617162,0.765923,2,0.0711746,0.194088,4,0,0.649324,0,0.184854,-3355459.162,1980170.866
18,0,85.5874023,0,3,8.9245596,553.0640259,0.513808,4,426.3590088,9.6232595,239.3359985,0.388767,0.29786,0.452195,0.489226,0,0.526186,0.835617,0,0.073659,0.14749,3,0,0.673926,1,0.169389,-3416734.289,1930038.233
19,0,79.0628967,1416.640015,5,11.0148001,569.7940063,0.471435,1,506.0310059,11.3961,351.3760071,0.4404,0.306793,0.235213,0.664168,0,0.44992,0.853742,1,0.0960145,0.217205,2,1,0.713431,1,0.170507,-3180267.409,1968962.624
20,0,60.5709,0,5,3.15166,370.8789978,0.443797,4,464.8039856,8.7822504,9.2924805,0.524314,0.414783,0.15553,0.052022,0,0.523897,0.918274,0,0.276449,0.423796,0,0,0.547338,1,0.247923,-3666397.751,1689096.782
21,0,100.9779968,0,3,1.1411,174.9290009,0.486124,4,264.4590149,12.1962004,90.9283981,0.30906,0.247795,0.198832,0.704572,0,0.574946,0.847952,0,0.0835318,0.214457,2,0,0.624009,0,0.183597,-3417424.042,1973800.585
22,0,70.375,1000.969971,3,3.86501,185.0059967,0.472692,4,357.3059998,12.3309002,331.5180054,0.384105,0.300273,0.254173,0.620174,0,0.472808,0.766765,2,0.0964209,0.160935,1,1,0.671401,1,0.196968,-3129563.03,1969595.716
23,0,94.5709991,1035.400024,3,7.6614199,680.3660278,0.526036,1,951.8690186,10.1950998,312.4339905,0.381919,0.456815,0.211949,0.288765,0,0.627097,0.663831,1,0.14246,0.349368,2,0,0.71132,0,0.185804,-3229731.57,1964871.263
24,0,109.1149979,0,3,2.37537,476.447998,0.508209,4,445.552002,9.3152599,54.2762985,0.443278,0.315477,0.33728,0.0940217,0,0.602901,0.931606,0,0.184634,0.829805,0,0,0.692205,1,0.185235,-3777650.812,1700117.154
25,0,83.3761978,1000.780029,2,12.6989002,592.9710083,0.492406,4,466.7279968,9.4630499,285.7390137,0.382705,0.504782,0.623226,0.48509,0,0.620959,0.793299,0,0.153498,0.137757,2,1,0.728145,1,0.167217,-3513531.171,1900707.531
26,0,97.2900009,3414.48999,2,3.1272099,145.6069946,0.491544,4,332.1080017,11.9790001,80.2741013,0.298763,0.240404,0.274515,0.703606,0,0.543063,0.894473,0,0.0746947,0.21397,2,0,0.622431,0,0.187261,-3410146.108,1967019.138
27,0,60.7983017,0,5,5.8650298,363.1069946,0.389153,3,502.95401,8.8375597,272.8129883,0.472794,0.415099,0.341348,0.117042,0,0.33005,0.45298,1,0.200092,0.380616,0,0,0.502782,0,0.229897,-3400812.875,1769195.277
28,0,68.0080032,1005.440002,3,3.2223899,224.3450012,0.44632,4,520.7080078,11.3063002,45.2162018,0.385517,0.484334,0.333283,0.606731,0,0.635945,0.809142,0,0.128855,0.233736,1,0,0.723254,1,0.211519,-3258482.781,1950869.37
29,0,86.9514008,1003.219971,3,10.1152,587.7910156,0.510234,1,277.0109863,11.2816,183.9279938,0.348481,0.265701,0.26079,0.686879,0,0.510822,0.898157,0,0.103264,0.178798,1,0,0.687518,0,0.179604,-3310662.045,1959418.699
30,0,76.6949997,0,3,2.1931901,207.5829926,0.481364,4,218.3619995,10.8309002,87.2664032,0.459024,0.282391,0.320236,0.539836,0,0.687144,0.929387,0,0.145963,0.200042,0,1,0.70576,1,0.216781,-3758389.58,1733552.51
31,0,76.7120972,0,3,8.75245,515.3610229,0.508137,2,710.2800293,8.2393599,294.447998,0.446436,0.345302,0.36928,0.196,0,0.42338,0.912751,0,0.0766893,0.256058,1,0,0.675821,1,0.195986,-3383472.052,1909515.454
32,0,90.2457962,0,3,2.1238301,250.2319946,0.516443,4,192.8569946,11.7343998,180.4720001,0.360841,0.327916,0.265438,0.645123,0,0.538584,0.802206,0,0.118435,0.155099,2,0,0.686543,0,0.191237,-3276989.775,1961735.29
33,0,98.1873016,1008,5,5.3828301,243.378006,0.541559,4,380.5039978,12.1675997,263.9219971,0.175575,0.140576,0.285971,0.66657,1,0.527385,0.875947,2,0.0569891,0.190295,2,0,0.623576,0,0.184907,-3281159.233,1988854.153
34,0,95.5595016,1416.170044,1,7.5473399,355.9259949,0.57279,4,382.0599976,12.1159,93.3656998,0.184242,0.143232,0.26915,0.667467,0,0.537403,0.928011,0,0.0628055,0.146525,1,1,0.642579,0,0.177229,-3261170.467,1996141.529
35,0,85.5339966,0,3,2.22633,345.1820068,0.522135,2,872.0759888,8.8191299,59.6651001,0.438707,0.293299,0.177723,0.0928303,0,0.381569,0.922844,0,0.0663256,0.263807,2,0,0.715875,0,0.164318,-3318155.946,1943906.326
36,0,66.0972977,3434.73999,5,2.70874,375.4909973,0.404292,1,775.1929932,10.9015999,50.8736,0.29388,0.131276,0.260226,0.488653,0,0.387948,0.6251,1,0.0904642,0.341826,1,0,0.604437,0,0.212529,-3183473.943,1954588.172
37,0,89.6241989,1414.329956,3,1.81103,91.6511002,0.518177,4,499.8380127,11.3263998,131.970993,0.386003,0.383736,0.251023,0.576234,0,0.626165,0.8562,0,0.0829902,0.341006,1,0,0.690383,0,0.186844,-3242916.926,1978899.975
38,0,94.344101,1001.229981,3,2.36924,205.0659943,0.570826,4,337.4150085,11.1679001,316.3179932,0.468202,0.258382,0.10921,0.580858,0,0.711663,0.829145,0,0.189488,0.252083,5,0,0.76289,0,0.19787,-3737625.366,1783127.351
39,0,65.7575989,0,1,3.2953501,286.2709961,0.438023,1,269.6480103,11.7268,62.2271004,0.419652,0.385494,0.299912,0.434021,1,0.489392,0.62613,2,0.092545,0.308322,1,1,0.620477,0,0.215539,-3162845.619,1949844.687
40,0,96.764801,2418.820068,3,1.71377,132.3679962,0.530467,4,571.9910278,10.9038,111.2600021,0.375383,0.216568,0.382954,0.546463,0,0.52733,0.898223,0,0.0387959,0.208205,2,0,0.686461,1,0.180953,-3413814.207,1956046.654
41,0,79.2424011,0,2,6.3930602,485.5130005,0.502996,3,617.9829712,8.8129902,143.927002,0.444564,0.531835,0.40749,0.219848,0,0.51921,0.78247,0,0.154645,0.307139,2,0,0.74639,1,0.179349,-3387376.127,1916874.806
42,0,98.4673004,2415.300049,3,2.1751399,126.0739975,0.497862,4,291.598999,12.0869999,341.4620056,0.289129,0.247248,0.241472,0.70855,0,0.567258,0.860546,1,0.0725999,0.251432,2,0,0.618565,0,0.187363,-3411510.81,1970464.025
43,0,118.4800034,1001.460022,2,5.6868501,325.4580078,0.544784,1,274.7789917,11.1904001,84.6717987,0.366363,0.216271,0.189665,0.644355,1,0.637834,0.539183,2,0.114854,0.334,1,2,0.644329,0,0.167044,-3648747.547,1825488.146
44,0,94.010498,0,1,1.71965,354.0130005,0.572656,1,800.6939697,8.9327497,119.9710007,0.426858,0.292397,0.265321,0.12676,0,0.396822,0.933146,0,0.0577594,0.22718,3,0,0.702303,0,0.18092,-3345553.578,1939951.077
45,0,52.2188988,1053.77002,5,7.3744102,673.1519775,0.377709,4,838.4819946,6.0530901,116.5770035,0.636389,0.522512,0.201185,0,0,0.618958,0.807705,0,0.342264,0.91504,2,0,0.50326,1,0.258818,-4112425.509,1485632.429
46,0,65.6166992,1001.890015,5,9.4010401,550.7839966,0.466683,4,307.302002,9.1556101,104.6039963,0.51711,0.299994,0.36546,0.157311,0,0.568117,0.836775,0,0.284296,0.330205,1,2,0.694997,1,0.221564,-3864054.039,1675541.891
47,0,68.6401978,0,5,4.9137902,479.1679993,0.477794,4,458.243988,8.5483303,298.4890137,0.512425,0.418665,0.150645,0.0492211,0,0.518214,0.882271,0,0.325619,0.232862,1,0,0.617291,1,0.211138,-3692201.719,1694383.897
48,0,101.6699982,1001.690002,3,3.4877801,243.5659943,0.543228,4,741.5280151,9.5516796,330.8590088,0.378392,0.226617,0.408824,0.282361,0,0.404323,0.901825,0,0.0462818,0.284133,1,1,0.665649,1,0.185731,-3429396.544,1945822.613
49,0,76.821701,0,3,6.5542402,578.9400024,0.480899,4,267.4039917,9.2925396,321.0469971,0.525541,0.407873,0.394916,0.228436,0,0.513032,0.916863,0,0.348214,0.328502,0,2,0.743617,1,0.196661,-3836963.749,1680800.318
50,0,88.7776031,1008.090027,2,3.4340401,242.0249939,0.485233,4,316.0029907,12.4021997,122.8929977,0.313042,0.295293,0.388199,0.575327,1,0.556039,0.911202,2,0.0912472,0.353876,1,0,0.649513,0,0.194473,-3284295.244,1977616.826
51,0,94.6173019,1001.400024,4,4.1423001,242.3869934,0.531195,3,714.8200073,9.31569,204.1150055,0.417735,0.501545,0.650547,0.214512,0,0.645357,0.907329,0,0.149069,0.287712,5,2,0.704366,0,0.20041,-3572648.888,1861158.228
52,0,94.7826004,1002.830017,7,1.34991,200.6450043,0.523823,4,98.9562988,12.1673002,191.2129974,0.449364,0.320849,-0.0798792,0.789478,0,0.669774,0.861775,0,0.176918,0.591075,1,0,0.772574,0,0.185507,-3741602.046,1793822.466
53,0,95.7124023,0,2,3.01056,287.0950012,0.499939,4,233.1150055,12.9112997,29.8861008,0.319929,0.305344,0.480644,0.65065,0,0.617446,0.904848,1,0.0902269,0.198586,2,0,0.683999,0,0.183999,-3308307.178,1997635.324
54,0,92.225502,1005.75,1,4.5493102,224.6380005,0.562103,4,361.1300049,12.1701002,263.2200012,0.181964,0.154026,0.294452,0.67057,0,0.548952,0.907747,1,0.0641723,0.169615,1,2,0.642888,0,0.179489,-3261715.605,1993154.846
55,0,83.2332993,2425.120117,1,6.0748701,252.0659943,0.486984,4,462.3880005,11.2490997,53.5113983,0.411667,0.46586,0.245334,0.656978,0,0.587214,0.787672,0,0.123371,0.207597,1,0,0.77619,1,0.193577,-3270021.586,1954196.402
56,0,93.0975037,1005.479981,3,4.1543598,437.3529968,0.491044,4,589.8850098,9.8037796,97.9251022,0.408274,0.337753,0.482377,0.298851,1,0.553698,0.148831,2,0.0990381,0.411422,1,3,0.539013,0,0.199224,-3608182.847,1838224.625
57,0,68.8088989,0,7,3.51371,252.1430054,0.474172,4,802.6259766,8.4424896,100.0920029,0.525991,0.369697,0.201527,0.0371049,0,0.556213,0.919338,0,0.227517,0.300023,2,4,0.716962,1,0.219359,-3742817.534,1687705.59
58,0,132.3070068,0,3,7.9992399,683.8699951,0.553624,2,920.5479736,8.5410204,153.7890015,0.499249,0.358389,0.43899,0.0030998,0,0.549117,0.870399,0,0.194164,0.434397,1,2,0.626068,0,0.169689,-3623365.66,1821908.744
59,0,82.3985977,1415.439941,3,2.7205501,159.3500061,0.509895,4,208.3919983,11.2858,173.9440002,0.453343,0.267245,0.140956,0.631976,0,0.7187,0.931082,0,0.147441,0.234145,2,0,0.738667,1,0.206686,-3748688.932,1767476.597
60,0,73.4392014,2001.219971,1,7.1416402,345.7890015,0.527097,4,550.5960083,11.7480001,132.0559998,0.426098,0.305366,0.214848,0.62063,0,0.470158,0.760958,0,0.112284,0.318955,2,1,0.713568,0,0.191596,-3128777.989,1962702.101
61,0,91.2085037,1424.469971,2,8.1226301,389.4710083,0.498078,4,604.8800049,9.8779297,220.2749939,0.448135,0.480921,0.489964,0.244151,0,0.675046,0.723025,1,0.18565,0.435825,1,2,0.686697,0,0.203544,-3605740.968,1840305.772
62,0,77.0540009,0,1,8.2608204,543.9450073,0.492804,3,544.9639893,8.7712698,150.4089966,0.424901,0.57393,0.643327,0.365302,0,0.562275,0.820114,0,0.173776,0.170468,2,0,0.755094,0,0.187745,-3493317.064,1889371.851
63,0,68.9761963,1000.030029,3,2.4235301,177.878006,0.480391,4,390.2650146,10.3647003,68.221199,0.467599,0.300296,0.274934,0.498099,0,0.673096,0.828195,0,0.185925,0.244103,2,3,0.734215,1,0.22496,-3703131.458,1759093.691
64,0,85.9279022,1008.070007,3,6.5702701,314.6879883,0.479368,3,600.4030151,9.4453001,204.3280029,0.436956,0.495149,0.529264,0.187757,1,0.612418,0.790634,2,0.196327,0.409979,1,3,0.654085,0,0.204602,-3598834.503,1831471.964
65,0,69.7561035,1009.299988,2,9.4458103,631.697998,0.483584,4,323.2189941,8.65273,150.6609955,0.533878,0.277696,0.382804,0.0443161,0,0.651063,0.952652,0,0.330813,0.248375,4,3,0.639656,1,0.208416,-3918530.436,1655551.649
66,0,71.5059967,1015.200012,5,3.1821101,365.5960083,0.524714,1,532.210022,12.1835003,97.0493011,0.379463,0.302102,0.284908,0.668078,0,0.504257,0.659941,0,0.12175,0.181859,1,1,0.697723,0,0.193439,-3114883.562,1973406.372
67,0,65.9408035,1000,5,6.4538202,292.7770081,0.414238,1,630.8980103,10.6862001,169.5379944,0.277894,0.129946,0.274437,0.413258,0,0.360986,0.60119,1,0.0941488,0.483,1,0,0.584559,0,0.209292,-3194335.698,1955895.594
68,0,106.5179977,1005.469971,2,0.885215,320.7829895,0.555475,3,375.4379883,10.7431002,261.5700073,0.339364,0.411865,0.538604,0.699715,0,0.671017,0.912831,0,0.0858859,0.129409,1,2,0.711115,1,0.160149,-3488195.975,1927675.419
69,0,67.7594986,1000.080017,5,9.0729303,509.1359863,0.478533,4,598.0689697,8.1407499,313.6640015,0.544609,0.332484,0.178968,0.0331454,1,0.504072,0.544806,2,0.219259,0.605917,2,4,0.661228,0,0.222158,-3745475.223,1680256.076
70,0,83.5596008,0,3,8.7666101,381.9119873,0.50483,4,665.2459717,9.2333298,121.0449982,0.432059,0.321722,0.334953,0.202206,0,0.431225,0.92106,0,0.0698113,0.228604,3,0,0.688487,1,0.186494,-3346046.034,1931505.821
71,0,80.5447006,0,3,0.906189,165.352005,0.502538,1,476.8720093,9.2051802,160.029007,0.389627,0.270978,0.218914,0.441588,0,0.475302,0.542012,1,0.0467956,0.243519,2,0,0.64807,0,0.180229,-3312402.306,1938221.326
72,0,72.9181976,1015.580017,3,5.3062901,520.7109985,0.443059,3,718.2459717,9.1791,92.5686035,0.45369,0.48233,0.576932,0.178955,0,0.541241,0.522252,2,0.16515,0.365187,1,1,0.621276,0,0.216257,-3584898.796,1818615.47
73,0,77.1927032,0,4,1.60857,189.7689972,0.500379,4,431.9859924,11.2237997,122.7990036,0.381888,0.45358,0.259065,0.634408,0,0.636362,0.803701,0,0.105113,0.194434,1,0,0.722829,1,0.20181,-3262626.749,1955951.149
74,0,62.6306992,3013.169922,3,2.7424901,468.1480103,0.477576,4,460.7449951,10.4898005,26.2738991,0.460932,0.302868,0.278313,0.432279,0,0.662805,0.873396,0,0.211501,0.300386,4,1,0.720293,1,0.221038,-3725628.782,1743368.134
75,0,61.543499,0,3,3.0518401,171.0700073,0.425104,2,631.4470215,10.4294004,62.9118004,0.4147,0.268392,0.340503,0.440752,1,0.338468,0.511262,1,0.0980517,0.473872,1,0,0.588878,0,0.22451,-3246568.461,1942856.516
76,0,69.2845001,1414.380005,3,1.47479,117.5589981,0.476614,4,388.5150146,10.2622995,170.1109924,0.479482,0.295684,0.270833,0.437957,0,0.660587,0.919769,0,0.185921,0.231466,1,3,0.728167,1,0.224235,-3692153.975,1754724.03
77,0,94.8227997,0,6,1.93088,290.3349915,0.510251,4,429.473999,9.9078598,88.0435028,0.443583,0.291917,0.385175,0.224974,0,0.637801,0.923894,0,0.139572,0.288659,0,1,0.681249,1,0.188305,-3769926.378,1709323.56
78,0,67.1886978,1010.219971,3,3.0617001,209.4790039,0.466608,4,376.0220032,10.3322001,190.7969971,0.45593,0.325529,0.280862,0.434886,0,0.645311,0.911059,0,0.165226,0.278163,3,2,0.714864,1,0.230676,-3702670.064,1751138.993
79,0,77.1389999,2035.619995,4,5.6503401,382.3770142,0.522034,1,1156.050049,8.05198,293.5979919,0.464596,0.338295,0.335863,0.0424709,0,0.355836,0.898492,0,0.0597923,0.362664,1,0,0.732019,1,0.197795,-3387180.013,1910475.271
80,0,63.3497009,1011.340027,3,6.7749,323.4920044,0.439827,1,770.375,10.4299002,194.5050049,0.286564,0.123704,0.303675,0.39846,0,0.385227,0.685382,1,0.103915,0.523026,2,0,0.614628,0,0.206628,-3225197.482,1958569.853
81,0,84.0687027,1028.410034,5,8.0231504,393.5759888,0.504655,2,703.3289795,9.0888901,284.9819946,0.404128,0.285479,0.418061,0.253473,0,0.473295,0.885368,0,0.0670922,0.126772,3,0,0.673256,1,0.168292,-3424774.33,1929093.185
82,0,79.5705032,1415.73999,3,5.8834,315.2890015,0.419133,4,240.7700043,10.8739996,298.644989,0.540514,0.436805,0.115487,0.542178,1,0.616311,0.504057,2,0.119139,0.362304,1,0,0.741104,0,0.210446,-3659315.741,1787015.319
83,0,97.2173996,2431.610107,2,4.8701701,516.2930298,0.497078,1,571.776001,10.7568998,154.6569977,0.479183,0.35347,0.103903,0.434225,0,0.53529,0.596219,2,0.129856,0.452601,0,1,0.68606,0,0.188685,-3657794.255,1801982.799
84,0,86.9501038,1442.579956,3,8.0659504,483.7659912,0.513522,2,507.5249939,11.2812004,315.1430054,0.366674,0.250847,0.280496,0.699319,0,0.521406,0.667356,0,0.0795608,0.150189,2,0,0.686584,1,0.175973,-3314161.154,1958525.95
85,0,93.8527985,2002.98999,3,3.8695099,245.8569946,0.457065,4,65.2610016,11.7704,174.1990051,0.363056,0.146082,0.243224,0.746049,0,0.595672,0.927572,0,0.159184,0.230423,2,1,0.729871,1,0.199696,-3777299.709,1756084.59
86,0,63.4719009,0,3,2.8097301,190.147995,0.426325,2,761.867981,8.5337496,247.1690063,0.487143,0.505886,0.432095,0.146979,0,0.39865,0.925226,0,0.213399,0.36312,0,1,0.607488,1,0.233972,-3326095.974,1869415.183
87,0,60.4863014,0,5,6.0566802,496.3469849,0.402059,4,563.2719727,7.7951498,213.076004,0.495749,0.548971,0.439487,0.0925273,0,0.363616,0.873036,1,0.292041,0.508649,0,0,0.556679,0,0.232296,-3464676.04,1792755.887
88,0,94.5762024,2063.870117,5,3.0108199,938.0189819,0.540793,1,1187.27002,10.4189997,296.3110046,0.42074,0.30121,0.181951,0.26222,0,0.433291,0.886471,0,0.122495,0.208623,2,0,0.707531,0,0.183558,-3208081.815,1971018.935
89,0,91.0285034,1488.02002,2,9.3723898,951.164978,0.528083,3,836.5200195,9.4000502,136.5350037,0.41887,0.522581,0.583189,0.204475,0,0.56207,0.878283,1,0.161296,0.140716,2,3,0.747216,1,0.1729,-3489026.925,1907727.539
90,0,81.5213013,0,5,3.4595001,370.3359985,0.51089,4,249.6349945,9.5563498,333.9649963,0.537016,0.248676,0.357717,0.178438,0,0.681844,0.738594,0,0.283636,0.361618,5,2,0.613653,1,0.192703,-3950828.798,1662708.897
91,0,70.114502,0,3,2.2804401,152.5330048,0.463948,2,722.5700073,9.7262897,70.072403,0.464055,0.285405,0.280714,0.278105,0,0.353115,0.473201,1,0.0941368,0.496711,1,0,0.580686,0,0.224295,-3257200.194,1938596.86
92,0,67.6388016,1000.01001,3,4.5412798,280.1170044,0.531906,4,664.3200073,9.17974,21.2954006,0.498596,0.333257,0.206475,0.120351,0,0.576336,0.920676,0,0.203206,0.344415,2,2,0.709697,1,0.226981,-3700905.49,1722316.11
93,0,131.1450043,1002.190002,2,4.8235502,316.177002,0.569292,3,527.65802,10.4282999,337.0499878,0.353079,0.396003,0.453173,0.544961,0,0.59107,0.92113,0,0.0949962,0.235787,2,1,0.725825,0,0.161301,-3479098.328,1940365.294
94,0,69.5748978,0,3,4.78652,271.8630066,0.467836,4,1036.630005,7.5334001,5.04144,0.450444,0.506353,0.697192,0.0266029,0,0.377736,0.557899,0,0.06907,0.814757,1,2,0.706228,0,0.239303,-3539094.545,1867142.292
95,0,84.5431976,1000.049988,5,2.92855,192.6239929,0.495497,4,152.8560028,11.3346004,341.756012,0.452724,0.257145,0.146563,0.677367,1,0.720396,0.830052,0,0.172982,0.220292,1,1,0.725335,1,0.203606,-3753838.317,1765446.661
96,0,76.0317001,2096.429932,2,2.4705,427.256012,0.481408,3,886.4000244,8.8228302,217.8309937,0.447183,0.321957,0.621426,0.149236,1,0.327623,0.621559,2,0.149009,0.209989,1,0,0.610512,1,0.194605,-3487710.267,1893119.225
97,0,80.5255966,0,3,1.82151,244.0570068,0.44856,2,351.4360046,10.5552998,224.9129944,0.412876,0.228024,0.353401,0.601514,1,0.486356,0.43555,2,0.0442781,0.206135,2,0,0.622775,0,0.180561,-3326809.095,1937848.164
98,0,72.7418976,1002.880005,3,8.5159197,420.2640076,0.479659,2,194.9219971,9.96451,94.7891998,0.519133,0.237818,0.371701,0.191937,0,0.66818,0.92327,0,0.289947,0.265862,7,6,0.636641,1,0.192311,-3930264.646,1664272.676
99,0,72.8121033,0,3,4.2920399,709.6309814,0.482998,2,272.8039856,7.0240998,134.052002,0.591882,0.392438,0.333991,0.0051427,0,0.546423,0.914362,1,0.428658,0.819425,5,0,0.585221,0,0.21432,-3999509.157,1601840.507
100,0,67.0121994,1001.530029,3,11.9224005,569.3579712,0.454295,4,383.5769958,9.0705605,89.160202,0.500266,0.394593,0.186105,0.113359,0,0.544956,0.880831,0,0.317097,0.186673,0,0,0.626453,0,0.214456,-3684888.294,1708024.442
101,0,69.6600037,1015.429993,4,10.1949997,541.3959961,0.431948,1,637.6090088,8.80931,111.1650009,0.417389,0.341214,0.702251,0.201942,0,0.345198,0.872849,0,0.0922325,0.145256,1,2,0.694973,1,0.185783,-3531713.448,1879080.355
102,0,100.4189987,1002.609985,3,7.2782102,423.9289856,0.527365,4,636.9299927,10.2496996,69.9872971,0.3728,0.223578,0.425375,0.38542,0,0.48001,0.929372,0,0.0561062,0.163517,1,1,0.675035,1,0.178768,-3422828.546,1950476.111
103,0,78.6727982,0,3,2.8125601,206.6260071,0.493469,2,573.5620117,9.2667599,159.2779999,0.415689,0.266375,0.220052,0.297688,0,0.446166,0.755486,2,0.0532421,0.405044,2,0,0.637637,0,0.192435,-3308818.352,1937444.423
104,0,66.6857986,0,3,2.5274701,271.0799866,0.41424,1,161.6970062,12.7805996,137.1779938,0.366886,0.314267,0.386474,0.390314,0,0.502397,0.697236,1,0.118105,0.231135,1,0,0.619842,0,0.202526,-3101678.696,1976988.141
105,0,85.5281982,1009.159973,5,12.5657997,559.1240234,0.44702,4,328.5209961,9.7592697,243.3549957,0.501254,0.330346,0.442746,0.323218,0,0.633374,0.929059,0,0.291602,0.195171,0,2,0.724704,1,0.198859,-3823242.694,1686768.556
106,0,66.322403,2012.280029,3,3.0646801,337.7000122,0.441567,4,576.742981,11.8486996,96.2137985,0.454564,0.334792,0.282592,0.563405,0,0.454251,0.813889,0,0.0845523,0.549071,1,0,0.690101,0,0.200959,-3128162.432,1948386.314
107,0,67.710701,2004.540039,5,7.0753698,515.9329834,0.495137,4,761.0770264,8.99652,22.8871994,0.510368,0.372002,0.270893,0.0937607,0,0.5514,0.888961,0,0.311802,0.287175,2,2,0.731164,1,0.20937,-3739990.776,1694167.798
108,0,99.1491013,2058.580078,3,11.5158997,648.4689941,0.509367,5,535.3359985,10.9106998,160.6419983,0.401903,0.234573,0.38231,0.421636,0,0.475982,0.88692,0,0.0775578,0.0718234,2,0,0.706042,1,0.158517,-3385911.855,1952400.627
