OID_,CID,aspect,elevation,geology,min_temp,productivity,rugged,slope,vegetation,water,avg_rain,inapp_fire,rabbit,pig,temp_diff,lantana,land_clear,horse,habitat,grazing,goat,fox_den,flood,drought,dog,cat_den,lat,long
2988,0,277.0859985,663.46698,1,8.24436,0.425376,110.947998,1.32564,3,1000.01001,67.1533966,0,0.458508,0.411209,0.337281,0.238306,0,0.404593,0.797971,2,0.146286,0.36217,0,1,0.600969,0.214392,-3323824.103,1909527.133
2989,0,221.5140076,958.5380249,1,8.1180201,0.433277,383.5480042,7.25455,5,1438.420044,69.1082993,0,0.520037,0.532513,0.183716,0.033572,0,0.338915,0.85418,1,0.20483,0.564719,0,1,0.669869,0.220295,-3430915.075,1733799.917
2990,0,47.7123985,335.6270142,2,11.7343998,0.37403,51.2294006,0.534247,3,0,67.0251007,0,0.472327,0.317422,0.391123,0.398835,1,0.393312,0.514023,2,0.057508,0.300791,1,0,0.609244,0.218228,-3095653.714,1964984.904
2991,0,130.3910065,318.0280151,2,11.9883003,0.385854,80.0251999,1.20819,5,0,68.7658005,0,0.399942,0.302815,0.375409,0.42389,0,0.467939,0.412321,2,0.0901167,0.292723,1,0,0.605023,0.213748,-3100982.119,1969821.808
2992,0,329.0880127,588.8220215,1,6.2530699,0.490433,604.8010254,2.1254499,3,0,103.375,1,0.615732,0.499496,0.0509364,0,0,0.650301,0.899365,0,0.185376,0.544315,3,2,0.738896,0.166155,-4146883.213,1315377.814
2993,0,143.7489929,985.1090088,4,7.11239,0.455078,346.3989868,2.5332799,2,1453.859985,67.5287018,0,0.526623,0.582534,0.68604,0.0534846,1,0.406328,0.42875,2,0.0986371,0.51968,2,2,0.779328,0.219129,-3500717.55,1872553.459
2994,0,265.0119934,563.6300049,4,8.9295502,0.37921,354.5280151,0.440222,5,1009.919983,55.5265007,0,0.494303,0.504777,0.205866,0.110503,0,0.323688,0.226734,1,0.16026,0.488722,0,0,0.439788,0.248926,-3477450.146,1773857.419
2995,0,264.7659912,505.8439941,1,9.4523602,0.341755,110.1389999,1.67551,6,1001.119995,58.6459999,0,0.453499,0.376814,0.522138,0.182659,0,0.332944,0.743872,1,0.108904,0.360397,1,0,0.537009,0.237775,-3359282.247,1784901.412
2996,0,104.3590012,699.3930054,4,11.0798998,0.570125,437.8760071,5.9937501,1,1002.219971,165.3959961,0,0.318682,0.223344,0.234363,0.497029,0,0.339748,0.902041,0,0.128319,0.21958,4,1,0.58876,0.126616,-3463070.553,1975032.523
2997,0,93.4235001,859.5750122,4,8.5227499,0.496971,424.2619934,4.8012199,2,1004.099976,83.4713974,0,0.454834,0.46288,0.514166,0.094369,1,0.547937,0.266874,2,0.189574,0.447972,1,3,0.679971,0.194274,-3606931.489,1830901.854
2998,0,241.4819946,850.7280273,4,8.3687,0.453725,536.7810059,9.9117403,7,2043.780029,58.3050003,0,0.528679,0.376904,0.206892,0.013,0,0.51011,0.894665,0,0.296434,0.613685,0,0,0.660437,0.216889,-3715634.825,1684517.86
2999,0,105.7450027,458.1170044,1,6.5604501,0.387844,319.8009949,5.5000901,3,1000.150024,72.2173004,1,0.641014,0.473964,0.351128,0,0,0.389859,0.796165,0,0.213873,0.608346,1,1,0.698102,0.227884,-4087500.28,931045.9075
3000,0,293.7739868,350.2290039,4,6.90625,0.406769,382.1610107,8.0503902,5,1003.960022,64.7786026,0,0.64586,0.41647,0.346584,0,0,0.301008,0.169125,0,0.255681,0.804766,1,0,0.56228,0.235131,-4091424.753,919075.9539
3001,0,310.5,535.9760132,4,10.4376001,0.329369,66.0328979,0.855465,5,0,54.3851013,0,0.514526,0.524059,0.314006,0.262628,1,0.370473,0.721741,2,0.0951689,0.456591,1,0,0.557461,0.250731,-3209897.144,1902389.513
3002,0,305.3630066,563.539978,1,6.8562598,0.512822,366.7170105,7.5213099,3,0,101.302002,0,0.539931,0.524881,0.0064136,0,0,0.468468,0.782136,0,0.209936,0.582745,1,0,0.787586,0.202739,-4092666.831,1275381.791
3003,0,75.8911972,773.5170288,4,9.2706099,0.574853,426.8299866,10.1152,1,2030.849976,93.0563965,0,0.47618,0.303868,0.307988,0.116192,0,0.58345,0.899314,0,0.287196,0.427728,2,0,0.676231,0.181036,-3641038.064,1801265.568
3004,0,81.1762009,675.0020142,4,8.1710901,0.489501,398.4509888,2.09554,7,1000.549988,62.1225014,0,0.52639,0.385158,0.122456,0.0056544,0,0.542479,0.918953,0,0.286057,0.345268,1,0,0.671453,0.227814,-3693817.138,1690903.587
3005,0,227.5980072,75.4203033,4,10.7017002,0.360437,100.1589966,1.6166199,5,0,54.6422997,0,0.423048,0.284901,0.368059,0.259832,1,0.608408,0.65344,2,0.141635,0.601625,1,0,0.476938,0.238449,-3702215.248,1770071.497
3006,0,182.7630005,906.2180176,4,8.2573605,0.517935,292.9849854,4.2501702,3,1007.929993,79.1958008,1,0.511466,0.330088,0.185992,0.0314335,0,0.62435,0.909637,0,0.187199,0.482522,2,3,0.714838,0.215821,-3755221.114,1694650.638
3007,0,325.3510132,164.2969971,1,11.0922003,0.454574,215.7460022,1.78145,3,2003.26001,64.3774033,0,0.481098,0.492684,0.223324,0.410451,0,0.606213,0.503204,1,0.0950755,0.403561,0,2,0.717177,0.214805,-3683859.16,1796521.985
3008,0,308.9159851,587.572998,5,7.78124,0.475417,729.697998,0.839823,3,1025.829956,74.0075989,1,0.493201,0.518816,-0.0183254,0,0,0.350238,0.173583,1,0.272735,0.798383,1,0,0.477911,0.217917,-4016263.836,1407638.681
3009,0,108.5800018,985.3930054,2,7.6805401,0.513115,147.8910065,0.914608,5,1000.070007,84.8246002,0,0.4901,0.275372,0.33869,0.0539796,1,0.276956,0.348677,2,0.0244903,0.480899,1,0,0.659666,0.205458,-3374190.342,1913195.881
3010,0,74.6314011,309.2390137,2,8.0299997,0.510455,236.9730072,4.8839898,5,1414.229981,79.4953995,0,0.397056,0.218074,0.242473,0.090412,0,0.40302,0.743205,1,0.25449,0.495901,2,0,0.675914,0.213041,-4083669.721,1590090.626
3011,0,105.8519974,897.0479736,4,6.5302601,0.46278,229.4400024,1.97578,3,0,67.3099976,0,0.555169,0.503525,0.166725,0,0,0.650707,0.918999,0,0.138968,1.1629601,1,0,0.801064,0.258227,-3863638.513,1630825.333
3012,0,337.6329956,385.756012,1,9.5684404,0.373979,219.6840057,2.93063,6,0,51.2226982,0,0.502502,0.590723,0.0311106,0.128813,0,0.240843,0.460673,1,0.166563,0.352264,0,0,0.485494,0.231442,-3448184.78,1729912.882
3013,0,212.4299927,161.1940002,4,12.4008999,0.487046,119.6279984,1.6830699,2,2415.080078,83.4498978,0,0.161316,0.143546,0.468311,0.550076,0,0.568561,0.891441,1,0.037045,0.303033,4,0,0.573061,0.183892,-3286010.265,2000328.763
3014,0,196.5420074,439.4150085,2,6.3334498,0.433954,339.1870117,6.0976501,5,0,56.8167992,0,0.612988,0.238607,0.156615,0,1,0.205073,0.490669,2,0.145355,0.649702,3,0,0.312421,0.243982,-4148384.789,1396603.656
3015,0,176.177002,180.7570038,2,8.3111801,0.512486,432.0039978,8.1098299,5,2003.859985,79.8582993,0,0.416857,0.236974,0.372759,0.101442,0,0.550424,0.925299,0,0.38684,0.177695,1,0,0.625559,0.192043,-4014482.101,1613570.446
3016,0,124.2570038,164.447998,4,9.6300497,0.446757,110.5759964,1.68362,5,0,77.8820038,0,0.48747,0.376058,0.467911,0.304591,0,0.592193,0.739348,0,0.197211,0.185135,1,0,0.705173,0.210038,-3816357.709,1680935.634
3017,0,316.9849854,18.4414005,4,11.9289999,0.444456,244.8329926,4.6947098,8,1000.169983,90.2740021,1,0.455866,0.245096,0.218116,0.777276,0,0.73703,0.65918,0,0.194837,0.302993,2,1,0.748871,0.191583,-3781602.193,1764110.322
3018,0,315.0899963,565.7650146,1,8.65096,0.44061,334.0549927,3.2854099,6,2001.339966,69.9804993,0,0.34872,0.390417,0.235271,0.0605997,0,0.348101,0.493101,2,0.256712,0.383894,1,0,0.532522,0.210561,-3579064.445,1700659.834
3019,0,51.3228989,286.9289856,1,11.6891003,0.523982,100.6429977,0.460775,3,1000.030029,84.6679001,0,0.319046,0.351985,0.304004,0.614862,1,0.631415,0.77718,2,0.0735599,0.249008,1,1,0.628301,0.189508,-3263230.572,1979824.744
3020,0,102.0800018,612.3889771,4,8.6252899,0.493189,300.480011,4.8122301,3,2007.949951,64.8318024,0,0.508273,0.34587,0.215006,0.0609771,0,0.547357,0.922808,0,0.216866,0.466768,3,2,0.70855,0.231889,-3722246.86,1699819.49
3021,0,78.2839966,382.2219849,4,9.9902201,0.365591,241.4089966,4.9106598,5,0,61.6083984,0,0.472733,0.45131,0.321822,0.0765203,0,0.307488,0.720375,1,0.355103,0.311775,3,0,0.354887,0.223173,-3380691.246,1743156.4
3022,0,343.3359985,717.5770264,5,5.9862499,0.516851,437.5310059,9.6157198,3,1001.590027,62.2877998,1,0.630447,0.451483,0.160591,0,0,0.621173,0.808499,0,0.30525,0.597863,3,0,0.519277,0.222296,-4152972.962,1408114.865
3023,0,12.8645,49.5390015,4,13.4313002,0.465688,54.4122009,0.563477,3,1000,89.0780029,0,0.373119,0.313104,-0.120785,0.68422,1,0.637844,0.57454,2,0.0775677,0.284075,2,0,0.655613,0.198561,-3412768.146,1993735.456
3024,0,357.0429993,852.7160034,1,6.4973898,0.452848,264.92099,5.6108098,3,0,66.6256027,0,0.554531,0.522183,0.161888,0,0,0.602958,0.885679,1,0.162288,1.14554,1,0,0.737976,0.26028,-3847671.307,1627080.289
3025,0,219.4120026,660.3330078,4,8.30373,0.507951,301.8970032,5.7618799,7,1008.590027,82.9287033,1,0.388972,0.228493,0.402307,0.0275616,0,0.470072,0.676797,0,0.277568,0.328539,4,1,0.552976,0.180207,-3965285.959,1649905.346
3026,0,74.972702,39.4099007,4,12.9883003,0.439922,24.7619991,0.386904,2,0,81.5413971,0,0.325576,0.287075,0.148777,0.580795,0,0.612915,0.681531,1,0.0663367,0.240536,2,0,0.611398,0.197319,-3399463.689,1981640.685
3027,0,329.9159851,672.7709961,4,7.9196601,0.464265,166.1710052,2.14379,3,0,71.3395004,0,0.495258,0.315761,0.611305,0.0568172,1,0.315998,0.723121,2,0.0492746,0.829971,0,1,0.558223,0.230653,-3568612.296,1788953.526
3028,0,245.3789978,384.5299988,4,10.7999001,0.341266,154.503006,2.81025,6,1414.310059,56.8249016,0,0.46391,0.393079,0.431327,0.17887,0,0.374731,0.849488,1,0.286258,0.289076,0,0,0.448676,0.235211,-3287549.76,1820947.245
3029,0,12.2782001,205.2910004,5,11.6918001,0.48065,158.4850006,2.7853,3,3006.310059,90.1765976,0,0.295396,0.215744,0.369265,0.639782,0,0.569326,0.737144,1,0.0306938,0.196314,4,0,0.649115,0.179281,-3379187.198,1962211.894
3030,0,203.9190063,679.322998,4,8.14431,0.358289,352.8649902,3.92485,6,2017.790039,56.7615013,0,0.508582,0.584506,0.351647,0.0984592,0,0.352041,0.899664,1,0.300881,0.32784,0,0,0.595666,0.228391,-3462316.587,1784828.092
3031,0,41.7372017,615.6220093,3,8.0759401,0.365248,260.8259888,4.8515501,5,0,60.3256989,0,0.552101,0.443244,0.100624,0,0,0.337897,0.689588,2,0.246106,0.943382,1,1,0.474163,0.248139,-3701044.527,1591677.803
3032,0,99.5039978,289.4599915,4,10.6922998,0.52933,163.8569946,3.5009401,7,1007.409973,88.4824982,1,0.530851,0.299089,0.291562,0.276291,0,0.570041,0.9085,0,0.293353,0.303512,5,2,0.61902,0.184798,-3949637.695,1672274.242
3033,0,172.7920074,507.9710083,4,9.5841703,0.536726,398.07901,5.5253201,3,1015.76001,100.947998,0,0.373035,0.380059,0.53014,0.581808,0,0.595961,0.901058,0,0.0554319,0.247723,2,0,0.706571,0.147327,-3537056.72,1917680.679
3034,0,71.8535995,574.9849854,4,6.0563898,0.398951,291.5270081,4.7449799,3,0,58.6236,1,0.6154,0.486587,0.215154,0,0,0.584392,0.777181,0,0.267078,0.728822,0,0,0.55339,0.236673,-4127075.443,1452616.782
3035,0,72.2774963,204.6990051,4,12.1938,0.40115,114.9700012,2.0773599,5,2001.060059,72.905899,0,0.363284,0.269323,0.50904,0.353048,1,0.475026,0.401114,2,0.0654265,0.234731,1,0,0.60537,0.204473,-3074318.515,1977113.411
3036,0,45.2946014,513.1439819,4,8.4277802,0.486308,581.6099854,8.0301905,5,1451.599976,75.9868011,1,0.430221,0.254122,0.366298,0.0708158,0,0.524487,0.829623,0,0.397102,0.235483,3,1,0.627887,0.200068,-4018702.199,1608934.872
3037,0,204.8589935,455.446991,4,10.8060999,0.302355,76.3771973,1.0700099,5,1001.210022,55.0443001,0,0.482121,0.429835,0.298446,0.217742,1,0.273424,0.782256,2,0.134959,0.416675,2,0,0.48757,0.244734,-3237252.784,1875671.685
3038,0,152.0500031,13.5471001,2,10.5899,0.487419,61.6100998,1.34351,5,1000.030029,78.9589005,0,0.344553,0.1496,0.316525,0.45284,0,0.529412,0.918636,0,0.14491,1.10726,1,0,0.579961,0.211952,-4035578.449,1625530.093
3039,0,117.8960037,109.9840012,4,10.7945004,0.400891,67.6272964,1.21,5,0,64.8059006,0,0.42896,0.222144,0.334233,0.474142,1,0.425641,0.579156,2,0.134432,1.1293499,1,0,0.511284,0.212558,-3711599.838,1786247.788
3040,0,49.7560005,1153.609985,4,4.20292,0.430778,418.7449951,1.45456,3,1436.339966,57.9115982,1,0.577228,0.555375,0.243659,0,0,0.792861,0.873976,0,0.209268,1.01989,2,0,0.639603,0.282496,-4096337.697,1484908.971
3041,0,97.968399,867.4910278,4,4.4598699,0.367928,258.2539978,5.5755701,7,2003.650024,46.8088989,0,0.62897,0.342174,0.21385,0,1,0.389102,0.550671,2,0.0420108,1.6077501,1,0,0.402587,0.316651,-4108179.193,1526183.581
3042,0,146.4080048,344.3940125,4,10.1295004,0.487629,144.1690063,2.67522,3,4008.300049,63.9900017,1,0.462677,0.290114,0.272815,0.455359,0,0.652196,0.928419,0,0.155174,0.236636,3,0,0.72246,0.229752,-3713702.368,1752485.7
3043,0,225.7149963,526.4060059,1,8.8267498,0.536572,881.1939697,1.75869,1,0,96.6488037,0,0.39645,0.480474,0.568163,0.105107,0,0.495728,0.896401,0,0.0631441,0.112651,2,2,0.729013,0.160173,-3552951.167,1899807.161
3044,0,167.3269958,90.3662033,4,11.3216,0.491754,186.0919952,0.920653,5,0,85.2261963,0,0.497224,0.258977,0.318125,0.531858,1,0.610098,0.31509,1,0.258128,0.432376,6,4,0.647513,0.200346,-3931121.919,1680068.797
3045,0,117.4509964,529.8930054,2,7.71491,0.497755,386.2529907,6.4046202,3,1008.479981,70.7068024,0,0.624353,0.356271,0.139329,0,0,0.522504,0.905341,0,0.304758,0.648963,3,1,0.531294,0.242006,-4174662.117,1417758.234
3046,0,109.0910034,88.6294022,4,13.3312998,0.488864,75.8058014,1.56238,3,1000.01001,89.4328003,1,0.337789,0.311881,0.339357,0.646261,0,0.61693,0.898307,0,0.0765973,0.16903,3,1,0.678447,0.189718,-3362588.047,1999558.813
3047,0,352.2009888,197.5630035,4,10.1941004,0.401206,281.8670044,3.27653,4,0,54.857399,0,0.523593,0.433365,0.145191,0.170634,1,0.331868,0.905494,2,0.128681,0.743151,1,3,0.481082,0.223497,-3641843.656,1765758.765
3048,0,54.6623001,547.9459839,1,10.8077002,0.344829,252.3289948,4.9682102,6,1415.040039,56.6519012,0,0.297937,0.0513711,0.305913,0.367188,1,0.205124,0.212066,0,0.0509362,0.665737,1,1,0.313948,0.2357,-3178794.651,1942916.163
3049,0,232.0599976,700.6929932,3,10.7385998,0.573944,657.3200073,5.1158299,2,2068.129883,120.2580032,0,0.364101,0.404838,0.410795,0.575416,0,0.583377,0.901595,0,0.130496,0.116631,2,1,0.737047,0.149342,-3490979.595,1945905.815
3050,0,71.719902,134.8710022,5,12.2909002,0.486721,72.3119965,0.970872,3,1000.419983,92.5421982,0,0.347216,0.236175,0.170423,0.676827,1,0.573673,0.634173,2,0.0792551,0.201949,2,0,0.581675,0.174844,-3424221.317,1976060.762
3051,0,342.678009,484.3139954,4,10.1110001,0.526652,208.9519958,4.88375,2,1000.320007,112.5080032,0,0.400197,0.378069,0.583394,0.479016,0,0.595798,0.929931,1,0.0498843,0.292767,5,3,0.704407,0.168072,-3575063.249,1896752.63
3052,0,239.2579956,416.2380066,1,10.4800997,0.348127,283.3269958,6.2848902,6,2833.350098,49.8684998,0,0.500438,0.721674,-0.17726,0.135257,0,0.493963,0.872337,0,0.356958,0.277179,0,0,0.617391,0.232835,-3475732.453,1728351.526
3053,0,91.0603027,185.223999,4,10.1527996,0.501936,216.371994,2.3931799,5,1418.949951,78.5861969,1,0.363461,0.206049,0.195705,0.28015,0,0.509117,0.922279,0,0.216843,0.389843,1,1,0.682452,0.213135,-4060034.662,1610972.678
3054,0,244.2169952,1094.98999,1,8.2606001,0.547852,402.6730042,6.5289798,2,2505.709961,86.1048965,0,0.456983,0.331036,0.365119,0.0546633,0,0.348621,0.702631,0,0.082704,0.221851,3,0,0.730373,0.173887,-3378255.303,1923054.835
3055,0,238.5209961,410.1040039,5,7.3629398,0.508564,540.7219849,10.3043003,3,1415.540039,95.0972977,1,0.520522,0.3865,0.145982,0.0003163,0,0.406648,0.628344,1,0.203269,0.386439,1,0,0.660637,0.169074,-4076637.398,1351603.2
3056,0,186.2779999,619.4710083,1,8.2018604,0.435688,266.1459961,3.11816,5,0,68.9589005,0,0.419961,0.384657,0.580434,0.0678209,0,0.378683,0.717513,1,0.103437,0.669514,0,1,0.5528,0.22521,-3578485.552,1763618.871
3057,0,197.3390045,396.8299866,4,11.0885,0.567025,106.8949966,2.1984601,2,2421.25,96.7304993,0,0.470615,0.269817,0.0930719,0.500511,0,0.693201,0.908048,0,0.166648,0.242942,10,0,0.757956,0.197769,-3742341.265,1778937.091
3058,0,27.0345993,486.8829956,4,10.3518,0.37976,47.9575996,0.619514,5,0,57.9599991,0,0.429112,0.2206,0.411792,0.325654,1,0.260043,0.285831,0,0.064504,0.611982,1,0,0.442284,0.245667,-3237028.233,1944953.85
3059,0,87.328598,681.8179932,1,6.0557899,0.469658,337.0750122,4.3487501,5,0,58.3988991,0,0.607779,0.365536,0.230006,0,0,0.539434,0.474464,0,0.133736,1.22653,2,0,0.434553,0.24147,-4149882.674,1447462.935
3060,0,178.9259949,54.8731003,1,13.5221996,0.478736,33.4138985,0.42332,4,1000,95.3559036,0,0.371952,0.267004,-0.100599,0.676282,1,0.602114,0.781514,2,0.0700176,0.296503,2,0,0.587433,0.191491,-3421478.245,1997254.261
3061,0,134.7660065,5.5905299,1,11.6106005,0.395904,32.9382019,0.508168,3,0,64.9392014,0,0.452604,0.308092,0.353942,0.541957,1,0.600508,0.570512,1,0.136376,1.39046,0,0,0.657927,0.227738,-3711832.372,1805640.572
3062,0,245.4720001,793.9949951,1,7.8169398,0.440146,263.5169983,5.5612998,5,2417.959961,70.4374008,0,0.277887,0.196954,0.594649,0.0507255,1,0.282664,0.707812,2,0.103829,0.550662,0,1,0.474522,0.216136,-3569981.994,1775323.379
3063,0,202.253006,1033.670044,2,6.6347699,0.457055,193.8999939,3.49371,5,1000.159973,65.9309998,0,0.49056,0.502521,0.645393,0.0286024,1,0.341394,0.529789,2,0.0729645,0.661637,2,2,0.728897,0.230521,-3494149.715,1867207.76
3064,0,108.6119995,343.9809875,4,11.9407997,0.450648,173.003006,1.55855,5,0,73.8005981,0,0.371134,0.297317,0.524025,0.468359,1,0.526772,0.420212,2,0.0756318,0.204749,1,0,0.635662,0.201446,-3067807.789,1977618.794
3065,0,219.1999969,392.8179932,4,11.5145998,0.465582,147.8840027,3.22806,5,0,73.8957977,0,0.435202,0.346974,0.470855,0.476912,0,0.451803,0.407703,0,0.0900847,0.332024,1,0,0.670091,0.212662,-3075172.007,1965680.316
3066,0,220.8840027,486.7780151,3,7.98668,0.378781,254.529007,2.1973901,6,0,60.2689018,0,0.503789,0.586178,0.377414,0.120655,0,0.348057,0.883802,1,0.264094,0.365937,0,0,0.605758,0.226826,-3478419.695,1786953.675
3067,0,123.6380005,141.9759979,2,10.8451004,0.545644,513.8900146,4.8569398,2,0,109.7570038,0,0.375084,0.388535,0.45582,0.741606,0,0.680977,0.917471,0,0.0677218,0.181655,2,2,0.729117,0.144119,-3556747.709,1929430.226
3068,0,355.321991,111.4960022,4,12.7072001,0.422603,179.4730072,1.86984,1,2414.389893,67.0899963,0,0.308488,0.235836,0.197025,0.37496,1,0.48267,0.529771,2,0.0535054,0.373749,0,2,0.488743,0.210577,-3189029.947,2011483.871
3069,0,17.1401005,513.1610107,1,11.0195999,0.320127,137.2279968,1.90117,7,0,60.2380981,0,0.315409,0.0854383,0.315771,0.307417,1,0.198689,0.192022,2,0.0497137,0.960613,1,0,0.2746,0.238562,-3166238.032,1932300.908
3070,0,168.5249939,973.2139893,4,6.1133299,0.49465,636.9890137,6.3717399,3,4128.229981,69.0680008,0,0.634626,0.392143,0.289512,0,0,0.578291,0.875718,0,0.373433,0.69333,2,1,0.584819,0.212876,-4020675.185,1594029.166
3071,0,55.1153984,467.9339905,4,10.6564999,0.338717,69.4878006,0.900905,5,0,53.4474983,0,0.4766,0.348269,0.320097,0.265961,1,0.200485,0.562425,2,0.0834134,0.48637,1,0,0.465046,0.248821,-3203176.469,1903252.893
3072,0,75.4476013,718.6849976,4,8.3577299,0.506524,356.5119934,5.57727,5,2032.560059,72.0230026,1,0.512727,0.354267,0.209418,0.0583608,0,0.580481,0.747524,0,0.234409,0.304557,2,4,0.730581,0.207769,-3747559.44,1693534.13
3073,0,32.7779999,585.9290161,4,9.8409595,0.363876,94.8742981,1.02209,5,0,57.6790009,0,0.479985,0.319458,0.371495,0.311158,1,0.292673,0.470787,2,0.096643,0.511324,0,1,0.460704,0.242769,-3227873.169,1922944.446
3074,0,102.8010025,584.1069946,4,8.3390102,0.446795,221.9629974,0.813591,5,0,66.0174026,0,0.513645,0.495707,0.557971,0.0884742,1,0.450322,0.655312,1,0.0831148,0.565713,2,1,0.646071,0.221309,-3596221.686,1802143.863
3075,0,307.480011,577.4240112,5,6.73631,0.459218,327.9679871,3.7808599,3,2417.75,58.740799,0,0.621892,0.383295,0.158636,0,0,0.527997,0.79258,0,0.269435,0.721667,3,0,0.496991,0.256414,-4158714.438,1404370.708
3076,0,331.9509888,295.0310059,4,11.5980997,0.418082,170.2590027,1.81769,5,1000.099976,71.1841965,0,0.412504,0.372493,0.457759,0.372621,0,0.417313,0.58345,2,0.0769788,0.27899,1,0,0.659666,0.21455,-3079240.949,1964455.495
3077,0,25.2935009,260.4570007,4,12.3399,0.266587,17.6553993,0.226497,7,3414.27002,28.6432991,0,0.564873,0.376785,0.1211,0,0,0.650347,0.915291,1,0.704002,0.237636,1,0,0.414939,0.292778,-3477250.244,1296159.23
3078,0,342.0369873,1276.219971,5,3.8362801,0.510928,749.1630249,9.5719299,3,1475.979981,87.7005005,0,0.530819,0.503404,0.224325,0,0,0.865453,0.868012,0,0.208552,0.680032,1,0,0.601857,0.17597,-4094297.056,1438603.565
3079,0,4.9458599,516.460022,4,10.6120005,0.340919,63.9203987,1.26764,5,1414.349976,53.5046005,0,0.492994,0.425284,0.264919,0.257876,1,0.285695,0.580026,2,0.0967415,0.530919,1,0,0.514817,0.249462,-3208939.411,1890399.729
3080,0,150.2409973,67.0121002,4,12.1001997,0.530139,33.7678986,0.517024,3,1414.310059,94.9773026,1,0.500844,0.282976,0.25374,0.537663,0,0.634759,0.822578,0,0.212186,0.25282,2,2,0.679956,0.197248,-3962722.094,1674486.807
3081,0,79.4968033,613.3040161,4,6.4547,0.420101,582.9240112,12.9253998,3,2851.02002,73.331398,0,0.669897,0.509454,0.355517,0,0,0.467535,0.521491,0,0.242502,0.526167,0,0,0.672697,0.218075,-4104270.811,936297.8888
3082,0,194.0970001,386.5159912,4,6.8500199,0.535813,855.1779785,8.2082796,1,0,77.3018036,0,0.589256,0.506339,0.352999,0.0021776,0,0.615582,0.8171,0,0.409548,0.449878,3,0,0.671228,0.208945,-3990547.843,1623345.625
3083,0,222.9600067,88.2678986,4,13.1048002,0.49166,105.3199997,0.778938,2,1000.979981,87.6564026,0,0.320535,0.301597,0.327606,0.638602,0,0.631732,0.932395,0,0.0735668,0.194379,4,0,0.650236,0.192812,-3371028.673,1989048.99
3084,0,47.4950981,613.0720215,1,7.4365101,0.456148,304.7860107,3.6732299,3,1000.01001,64.7624969,0,0.536012,0.300933,0.365829,0.00032,0,0.620723,0.71945,0,0.24744,0.458485,3,3,0.643293,0.222639,-3922245.409,1647165.949
3085,0,150.4929962,425.0239868,4,8.7943001,0.497494,472.0920105,4.2322102,3,1421.410034,73.828598,1,0.535031,0.416425,0.388419,0.146505,0,0.47799,0.903622,0,0.345769,0.350319,0,2,0.750197,0.197365,-3836235.538,1679323.605
3086,0,243.7310028,122.5479965,4,12.2547998,0.592735,419.2489929,7.4721498,1,1001.349976,157.5910034,0,0.275586,0.227189,0.193511,0.755608,1,0.520749,0.708906,2,0.133413,0.153879,4,1,0.523596,0.130626,-3466217.309,1981302.327
3087,0,168.4790039,644.8930054,2,7.20643,0.494659,394.7909851,3.90855,3,1009.98999,86.6644974,0,0.534886,0.505567,0.0295012,0,0,0.409643,0.812396,0,0.202184,0.653693,1,1,0.679118,0.209878,-4048512.832,1399816.583
3088,0,202.6080017,570.4689941,1,10.4949999,0.364177,216.7570038,2.41803,3,1414.829956,57.6669998,0,0.287097,0.116071,0.341457,0.313732,1,0.316412,0.55814,2,0.0597532,0.610184,1,0,0.392366,0.23582,-3193400.084,1945816.25
3089,0,247.8240051,727.4169922,1,3.77161,0.50965,598.9979858,9.0985899,3,0,81.2014008,0,0.600228,0.729277,0.259529,0,0,0.822814,0.855333,0,0.213139,0.338995,2,0,0.775378,0.186935,-4090169.404,1449729.299
3090,0,57.5764008,41.1973991,1,12.3652,0.492516,110.6969986,0.993151,3,0,90.0563965,0,0.433224,0.250018,0.434981,0.752598,1,0.56119,0.35527,2,0.111844,0.300307,0,1,0.653914,0.195629,-3682762.881,1842103.101
3091,0,175.5359955,741.0079956,4,6.6208301,0.512619,416.4289856,8.3711205,2,1005.369995,74.4369965,1,0.448826,0.285668,0.267385,0.001907,0,0.511656,0.898748,0,0.33788,0.338683,1,2,0.592243,0.205122,-4048121.332,1591712.593
3092,0,103.5,18.1504993,1,12.1911001,0.473616,47.0708008,0.554647,5,0,87.4007034,0,0.432749,0.309437,0.404928,0.738515,0,0.63336,0.559737,1,0.147673,0.456815,0,1,0.709646,0.203278,-3696896.131,1827746.048
3093,0,81.9383011,345.2510071,1,7.9298501,0.44963,729.5830078,13.1092997,7,1004.969971,62.9986,0,0.529618,0.460858,0.337732,0.0119403,0,0.420431,0.793486,1,0.375568,0.359416,1,0,0.588214,0.21498,-3857461.949,1649665.361
3094,0,122.2440033,156.2949982,4,10.4610996,0.466364,182.0540009,4.04633,5,1000.429993,68.2276993,1,0.449585,0.320585,0.287949,0.49959,0,0.679789,0.783981,0,0.172148,0.238367,3,1,0.696648,0.220084,-3735255.319,1741045.164
3095,0,295.125,629.4949951,4,6.8928499,0.39671,584.03302,5.6192298,3,1442.810059,52.8488998,1,0.614714,0.428975,0.206325,0,0,0.532306,0.638737,0,0.311782,0.499309,1,0,0.509285,0.249921,-4133569.342,1464037.545
3096,0,55.7215004,290.4750061,4,9.4747295,0.398323,159.4850006,2.8480201,5,1414.670044,57.2881012,0,0.469479,0.35385,0.254,0.184658,0,0.280068,0.305269,1,0.251261,0.434585,1,1,0.393767,0.227075,-3616543.004,1749150.252
