OID_,CID,aspect,elevation,geology,min_temp,productivity,rugged,slope,vegetation,water,avg_rain,inapp_fire,rabbit,pig,temp_diff,lantana,land_clear,horse,habitat,grazing,goat,fox_den,flood,drought,dog,cat_den,lat,long
0,0,164.3959961,175.6840057,4,9.7307301,0.42171,293.3729858,1.2158999,5,0,49.955101,0,0.470472,0.489165,0.11577,0.117826,0,0.551942,0.862838,0,0.270987,0.318761,0,2,0.493008,0.258155,-3649177.979,1705978.743
1,0,172.5,1160.349976,4,6.2596102,0.555597,350.1759949,4.29386,5,2010.650024,87.8816986,0,0.515467,0.337626,0.673475,0,0,0.542628,0.527072,0,0.0615388,1.13916,0,3,0.71097,0.226063,-3560296.075,1834691.46
2,0,231.8959961,48.8442993,3,13.0817003,0.561266,177.8200073,3.7776201,1,1000.98999,124.7210007,0,0.299387,0.264436,0.264062,0.753311,1,0.591037,0.761202,0,0.0872507,0.52211,0,0,0.547784,0.161225,-3480786.71,1976077.267
3,0,324.1210022,656.4760132,4,11.0846004,0.435189,161.223999,1.61771,1,3831.459961,66.8798981,0,0.438518,0.202731,0.277393,0.54149,1,0.375106,0.505642,2,0.0302875,0.586716,1,1,0.64741,0.218681,-3102313.574,1953102.043
4,0,88.941597,428.1809998,4,9.9600096,0.371839,337.2380066,6.5601902,6,2003.52002,58.9210014,0,0.446511,0.496116,0.348027,0.0732204,0,0.323685,0.902038,0,0.418534,0.349789,2,0,0.385131,0.216636,-3372508.037,1743011.733
5,0,176.7610016,576.427002,3,9.4320002,0.532171,572.4970093,11.0108004,1,1014.48999,98.9269028,0,0.376235,0.449088,0.619507,0.236492,0,0.551997,0.902417,0,0.0803729,0.143055,4,2,0.717782,0.159385,-3559999.476,1894343.81
6,0,87.4349976,492.868988,4,7.1027002,0.406601,388.9230042,3.3287899,5,1019.729981,56.1332016,1,0.628558,0.422365,0.299908,0,0,0.360238,0.890439,0,0.320404,0.722987,3,1,0.63771,0.259542,-4132372.359,926698.1685
7,0,204.9570007,109.8000031,4,11.1490002,0.44207,202.0700073,2.7088499,3,1006.340027,72.7498016,1,0.341042,0.13857,0.321202,0.665521,0,0.539952,0.882158,1,0.132356,0.775734,0,1,0.675041,0.21752,-3779375.716,1734562.803
8,0,222.6309967,633.2709961,4,9.1990805,0.363687,124.887001,2.6870999,5,1000.580017,59.3875999,0,0.490612,0.358955,0.331467,0.242814,1,0.331319,0.659908,2,0.158671,0.449551,0,1,0.482084,0.236679,-3271512.809,1892947.379
9,0,195.6580048,496.0190125,1,11.3446999,0.431721,154.8549957,1.19368,5,1007.380005,63.1265984,0,0.448595,0.331134,0.301732,0.506175,0,0.435273,0.601127,1,0.0678894,0.344915,2,1,0.606337,0.220184,-3159844.853,1945299.214
10,0,249.0160065,366.9519958,4,10.3870001,0.371376,100.4140015,1.21064,5,0,54.5078011,0,0.460638,0.384943,0.47395,0.1765,0,0.377358,0.722974,1,0.211467,0.355511,0,0,0.49988,0.23186,-3292251.836,1854445.881
11,0,314.6400146,445.0580139,4,10.1075001,0.371631,235.6150055,4.1384401,5,1003.919983,55.4555016,0,0.43404,0.435292,0.483892,0.198684,1,0.431718,0.881971,2,0.280931,0.32266,0,0,0.532408,0.230864,-3297029.91,1870508.624
12,0,225.8950043,346.973999,1,10.4364004,0.405853,222.6309967,3.37693,5,0,56.5456009,0,0.469752,0.717017,0.0301874,0.10561,0,0.494971,0.786837,1,0.328349,0.236387,1,1,0.628144,0.219996,-3428477.317,1708896.577
13,0,36.9533005,549.0689697,4,8.7304802,0.370279,159.9579926,2.40044,5,1414.52002,61.0498009,0,0.439376,0.258525,0.276752,0.0929633,1,0.102484,0.574885,0,0.09637,0.620726,1,0,0.315256,0.236373,-3540326.266,1766643.842
14,0,86.6054993,871.947998,3,9.61831,0.517452,675.6409912,2.70837,1,2479.189941,81.6306,0,0.434981,0.335903,0.561721,0.214838,0,0.506236,0.846856,0,0.208224,0.241126,1,1,0.683811,0.175136,-3592000.066,1861066.221
15,0,126.8659973,553.1740112,4,8.8772202,0.441435,318.677002,6.9327502,2,1003.229981,63.1076012,0,0.486015,0.449356,0.464016,0.118341,0,0.463731,0.498595,2,0.189835,0.647118,0,2,0.628661,0.219538,-3608090.498,1799745.478
16,0,128.5429993,214.9170074,4,12.0879002,0.541203,145.1360016,2.8559,3,2001.060059,89.0137024,0,0.337913,0.285295,0.402169,0.708651,1,0.565362,0.657106,0,0.0809714,0.172616,4,1,0.683645,0.187463,-3315349.908,1984547.385
17,0,277.9620056,773.2780151,2,7.2581501,0.402361,319.5220032,3.58603,5,1015.080017,64.4927979,0,0.577145,0.383247,0.0860781,0,1,0.308909,0.574214,2,0.156163,1.27663,1,1,0.572927,0.245682,-3817438.65,1570387.701
18,0,208.4179993,383.1589966,4,8.8725595,0.452247,321.9769897,3.3048301,3,0,70.6344986,0,0.45058,0.321854,0.414049,0.150286,1,0.241734,0.460247,2,0.22354,0.445587,1,2,0.434116,0.214648,-3604183.272,1750005.276
19,0,273.7210083,754.4140015,3,11.3546,0.563791,1028.660034,1.91572,1,2467.310059,112.1829987,1,0.353033,0.401672,0.367708,0.679007,0,0.612306,0.802099,0,0.128845,0.0994984,2,0,0.742903,0.150565,-3497767.579,1951358.439
20,0,198.5639954,23.4528008,4,10.3001003,0.522124,112.8730011,1.80059,1,1000,88.2875977,0,0.339713,0.174056,0.491221,0.387337,0,0.620062,0.908893,0,0.208907,0.274908,2,0,0.619669,0.21094,-4008499.809,1640550.815
21,0,25.9962997,341.5610046,4,10.9750996,0.52039,355.4400024,7.9696298,2,3009.969971,94.6279984,1,0.377434,0.397845,0.456144,0.725346,0,0.664496,0.901068,0,0.064791,0.263292,2,0,0.738535,0.158935,-3533763.633,1935079.806
22,0,113.7139969,34.5802002,1,13.5466995,0.469674,25.3150997,0.548949,2,1414.219971,91.6584015,0,0.307538,0.254267,0.466164,0.639095,0,0.702807,0.746999,0,0.0544254,0.169137,2,1,0.654635,0.193301,-3338303.325,2013482.058
23,0,107.0230026,482.5429993,4,7.5515199,0.410673,218.2689972,2.3894899,3,0,63.6116982,0,0.54532,0.508846,0.149553,0,0,0.396787,0.670444,0,0.210204,0.617957,1,0,0.586231,0.249364,-3815354.991,1577916.168
24,0,242.7319946,42.6912994,4,10.7547998,0.549657,80.0783005,1.20597,5,1000.070007,92.3246002,1,0.342639,0.162009,0.448696,0.3494,0,0.606129,0.922659,0,0.181609,0.255079,5,1,0.609272,0.198339,-3987334.244,1648810.301
25,0,161.977005,274.9549866,4,11.6963997,0.56868,149.6430054,0.580422,2,1414.229981,91.9564972,0,0.479207,0.467221,0.319691,0.716823,0,0.671225,0.811423,0,0.073653,0.183067,1,1,0.804609,0.187777,-3653115.232,1865418.905
26,0,63.1341019,326.5769958,4,9.2255096,0.495486,293.95401,5.70965,7,1001.940002,79.3440018,1,0.536978,0.250523,0.369617,0.146934,0,0.661339,0.908715,0,0.301781,0.282064,6,3,0.612769,0.192742,-3938244.071,1661951.913
27,0,153.3730011,163.0970001,1,12.0116997,0.474282,99.514801,1.00148,5,0,83.1773987,0,0.244319,0.272097,0.381687,0.493017,1,0.541044,0.423197,2,0.0453732,0.351333,1,1,0.482009,0.188418,-3277061.856,1979413.207
28,0,261.5270081,723.3729858,1,9.0721302,0.430227,415.7799988,2.9088299,5,2024.209961,62.5270996,0,0.408892,0.614476,0.674441,0.0822751,0,0.285084,0.718497,0,0.274417,0.565355,1,2,0.524004,0.218062,-3506079.124,1608798.29
29,0,29.9974003,1075.959961,4,5.53725,0.514341,258.2839966,3.0792799,3,2434.120117,71.8177032,1,0.626699,0.313051,0.0701284,0,0,0.783608,0.903785,0,0.126653,1.06129,1,0,0.592671,0.2132,-4166992.025,1384126.754
30,0,130.3390045,212.0740051,4,10.8894997,0.503704,225.9819946,4.92309,1,1004.590027,85.6501999,0,0.394898,0.18843,0.532346,0.691663,0,0.394284,0.646575,2,0.0554367,0.285642,1,2,0.610127,0.181446,-3597900.325,1874397.665
31,0,149.0480042,487.1260071,1,9.3463402,0.351297,179.1199951,1.60537,5,1418.069946,60.6990013,0,0.432395,0.417946,0.178812,0.097629,0,0.181549,0.553624,1,0.118939,0.554046,2,0,0.341937,0.241213,-3584199.162,1726455.533
32,0,25.7712002,1047.560059,2,8.8451099,0.511625,284.5299988,1.08224,7,2421.080078,95.5819016,1,0.431437,0.273242,0.321485,0.0623529,0,0.33343,0.842508,0,0.0466665,0.247452,3,0,0.708815,0.169619,-3369738.381,1939968.771
33,0,135.5429993,71.0488968,4,11.5711002,0.431637,61.4031982,0.250606,5,0,69.4321976,0,0.46538,0.215105,0.0443253,0.690331,0,0.675822,0.704267,0,0.127569,2.3665099,1,2,0.67797,0.22355,-3842292.129,1729331.395
34,0,295.7640076,437.348999,4,6.7772999,0.441918,373.5270081,6.23489,3,0,78.8312988,0,0.624925,0.423809,0.083704,0,0,0.44121,0.863785,0,0.193543,0.367151,4,2,0.67354,0.204076,-4154475.631,1325897.306
35,0,280.7409973,551.1359863,4,9.8211603,0.507983,473.7460022,7.6581402,2,1020.099976,87.4888,0,0.428434,0.335504,0.602395,0.377363,0,0.52364,0.881015,0,0.114988,0.408676,3,1,0.699001,0.185398,-3582039.653,1875284.23
36,0,234.7359924,245.6459961,3,10.6419001,0.515597,393.9620056,6.8973498,2,1005.299988,112.2490005,0,0.368882,0.369415,0.62885,0.695193,1,0.647626,0.7489,2,0.0628244,0.166294,8,2,0.694029,0.156298,-3569391.004,1900622.164
37,0,71.3820038,704.8640137,4,8.9459896,0.452433,312.6669922,4.8102798,2,3009.679932,72.8800964,0,0.506257,0.468925,0.414684,0.094082,0,0.51394,0.234319,1,0.116607,0.839417,1,2,0.658795,0.206379,-3619695.896,1797737.914
38,0,313.1080017,383.17099,4,10.5900002,0.362051,86.0779037,1.69485,5,1000.090027,54.2083015,0,0.462403,0.312249,0.418455,0.188657,1,0.28356,0.746259,2,0.193914,0.323452,0,2,0.460294,0.232106,-3279823.354,1856115.965
39,0,57.5541992,276.9760132,4,11.1496,0.280157,187.4889984,0.717115,6,2002.01001,29.0314999,0,0.595497,0.351097,-0.171976,0,0,0.528346,0.904516,0,0.628886,0.335504,1,0,0.561558,0.299104,-3648306.676,1258410.575
40,0,276.1239929,799.4680176,4,8.7700005,0.403275,490.1010132,7.3442202,6,2443.659912,69.233902,0,0.508915,0.403763,0.300364,0.117996,0,0.350239,0.741483,1,0.228762,0.326739,0,0,0.529549,0.216115,-3397766.185,1756395.988
41,0,264.1380005,1181.170044,4,4.4965901,0.477712,526.4390259,11.4575005,3,1008.030029,106.6679993,0,0.545416,0.4764,-0.0320739,0,0,0.871316,0.548465,0,0.197373,1.1295201,2,5,0.496736,0.170627,-4141856.577,1346570.728
42,0,97.4264984,361.1849976,2,11.4294996,0.369764,51.8112984,0.935385,5,0,63.6548004,0,0.477029,0.297021,0.431352,0.321114,1,0.335318,0.409033,2,0.0525652,0.326888,1,0,0.555613,0.223763,-3085457.449,1953302.579
43,0,261.7179871,529.8579712,4,8.75352,0.40731,264.4859924,5.9534202,6,1004.179993,57.0648994,0,0.499445,0.412629,0.36644,0.11938,1,0.282781,0.408071,1,0.168524,1.02142,0,1,0.454401,0.234413,-3521865.665,1789406.38
44,0,144.6380005,755.4970093,4,8.4591599,0.565835,220.8430023,4.4676299,2,0,96.7126007,0,0.417852,0.299461,0.592508,0.087649,0,0.363559,0.922487,0,0.0615264,0.323418,3,3,0.692529,0.190091,-3566216.188,1885494.529
45,0,253.8919983,84.3688965,4,11.6942997,0.525151,83.2741013,1.0810601,3,1414.219971,96.2419968,0,0.500001,0.284198,0.322354,0.492478,0,0.608968,0.904748,1,0.243304,0.632127,4,2,0.657031,0.187269,-3969748.599,1665818.866
46,0,45.7514992,51.9458008,1,13.3695002,0.389951,146.3159943,1.67786,3,0,72.3486023,0,0.342679,0.285429,0.333873,0.502016,1,0.519275,0.45965,2,0.0505134,1.66763,1,1,0.52597,0.203486,-3167570.138,2024894.381
47,0,116.3880005,620.8549805,1,8.1145802,0.417578,394.1579895,2.57618,5,1422.780029,58.7891006,0,0.537035,0.386087,0.0790958,0,1,0.224284,0.0811384,2,0.176022,0.84262,0,0,0.451295,0.260089,-3892768.806,1509154.521
48,0,5.1547499,427.2940063,4,9.3963299,0.354532,77.9608994,1.56505,6,1000.690002,58.6464996,0,0.450883,0.390345,0.483131,0.178411,0,0.372281,0.730191,1,0.168998,0.422605,1,0,0.550869,0.240153,-3373430.968,1780915.017
49,0,296.4570007,1228.209961,1,7.3859,0.48567,634.697998,7.9063301,2,2855.659912,84.4039001,0,0.502545,0.498427,0.523092,0.0011911,0,0.602823,0.470647,2,0.109398,0.642231,1,1,0.713976,0.19971,-3607648.677,1811938.721
50,0,303.5230103,334.5599976,3,10.3554001,0.584756,562.4240112,5.8144302,2,2834.100098,94.6351013,0,0.406838,0.243474,0.493767,0.58476,0,0.477997,0.851091,0,0.0824214,0.195451,2,2,0.706046,0.165392,-3602742.038,1880988.258
51,0,267.4859924,546.0960083,4,9.8295202,0.318316,134.1609955,2.6403501,5,0,57.260601,0,0.500923,0.457081,0.37443,0.284435,1,0.367974,0.514365,2,0.135667,0.42392,0,0,0.588319,0.232821,-3274370.108,1877176.019
52,0,174.0850067,190.9810028,4,12.5290003,0.493879,174.3730011,2.0599899,2,1003.809998,87.0848999,1,0.319165,0.286718,0.468416,0.679914,0,0.665562,0.932944,0,0.062548,0.195683,3,0,0.686814,0.181671,-3322676.957,1993947.957
53,0,332.5759888,549.7030029,4,10.1835003,0.334291,97.8150024,1.72594,5,1000.400024,57.5318985,0,0.502156,0.51467,0.297588,0.297569,1,0.410666,0.613706,2,0.139234,0.435755,2,0,0.589811,0.242226,-3234758.761,1887037.168
54,0,271.3009949,877.9069824,2,4.23245,0.396279,480.5400085,2.80246,5,0,59.3334999,0,0.610357,0.742896,0.288375,0,0,0.828516,0.875771,0,0.14593,1.07515,1,0,0.654952,0.251689,-4015026.511,1538006.812
55,0,108.0240021,140.2160034,3,11.9980001,0.562253,147.4869995,2.2093599,2,0,126.4599991,0,0.292802,0.237204,0.337288,0.755455,0,0.611366,0.916194,0,0.0770468,0.241883,0,1,0.613316,0.157428,-3481091.488,1961044.401
56,0,313.2969971,800.8250122,2,5.7326899,0.420328,315.0289917,2.8931601,5,0,61.5726013,1,0.603735,0.460009,0.119794,0,0,0.661948,0.473302,0,0.214586,1.02713,3,0,0.716665,0.224284,-3981472.207,1535982.923
57,0,62.6786995,460.9790039,3,10.5454998,0.500697,403.4070129,4.9471302,1,1006.559998,84.8659973,0,0.403994,0.464619,0.481893,0.613748,0,0.714281,0.817649,0,0.159144,0.264338,1,2,0.709502,0.181713,-3604231.846,1854437.161
58,0,189.7409973,514.7960205,4,9.02108,0.416616,119.3150024,2.4993801,5,1000.320007,61.1258011,0,0.506429,0.357528,0.433741,0.182036,1,0.290285,0.667671,2,0.078914,0.392703,0,2,0.540773,0.229704,-3606881.537,1786194.443
59,0,26.3367996,554.7119751,4,9.5976601,0.390273,98.0289993,0.978743,6,3830.280029,60.8002014,0,0.471778,0.460116,0.479612,0.166731,0,0.461278,0.870401,0,0.252284,0.385183,1,0,0.55843,0.237221,-3362149.254,1771159.553
60,0,76.9925995,536.9199829,2,7.9804301,-9999,316.9370117,6.6247902,3,1423.109985,59.2599983,0,0.544781,0.35545,0.0377686,0,0,0.170561,0.587967,1,0.115527,0.630916,0,0,0.384436,0.247237,-3813398.084,1558335.799
61,0,29.1490993,499.0100098,1,8.0414104,0.440747,129.7359924,2.0027699,5,1000.219971,66.7879028,0,0.450627,0.307429,0.591967,0.140532,1,0.203691,0.419795,2,0.111763,0.518559,1,0,0.472487,0.220283,-3539877.868,1802298.205
62,0,341.1099854,594.6690063,4,6.7452798,0.51146,432.4230042,7.4293799,2,1002.73999,74.5539017,1,0.42373,0.268383,0.270652,0.0216186,0,0.451428,0.926436,0,0.327587,0.300813,1,1,0.653889,0.205775,-4045280.477,1593481.758
63,0,128.5169983,102.8710022,1,12.6835003,0.518286,308.2669983,4.7336898,3,0,95.1374969,0,0.150484,0.162225,0.353299,0.562998,1,0.637244,0.759591,2,0.0699167,0.258862,1,1,0.604185,0.173105,-3256699.293,2016287.645
64,0,123.6019974,149.177002,4,11.4075003,0.559867,253.7890015,3.9089999,2,0,103.2340012,0,0.45508,0.464998,0.298916,0.734613,1,0.706424,0.790396,2,0.0868466,0.23394,1,2,0.793745,0.172968,-3654344.919,1844558.731
65,0,143.8269958,524.3959961,4,10.3285999,0.333143,118.9240036,1.81169,5,1000.049988,56.479599,0,0.513117,0.469793,0.291325,0.283563,1,0.341736,0.482488,2,0.122278,0.423734,1,0,0.562243,0.243635,-3230697.244,1886048.086
66,0,49.3139992,608.4609985,2,7.5110302,0.392726,343.5499878,7.6816101,5,1430.849976,63.6851997,0,0.523434,0.278672,0.0925868,0,1,0.104519,0.314672,2,0.112577,1.05999,1,1,0.367828,0.238993,-3812535.506,1570582.297
67,0,197.9799957,531.2670288,1,10.9856005,0.369973,160.0970001,2.7799001,5,2000.5,57.4710007,0,0.282753,0.126774,0.295594,0.433736,0,0.342369,0.641785,1,0.0686971,0.446663,1,1,0.456823,0.23724,-3171246.458,1943115.698
68,0,178.7720032,405.3540039,2,11.3606997,0.412358,75.4891968,1.3608201,5,0,66.4215012,0,0.486912,0.314801,0.438198,0.437138,1,0.375335,0.560616,2,0.0611636,0.389405,1,0,0.617922,0.217881,-3081133.652,1956257.128
69,0,264.4070129,839.9119873,1,7.98493,0.441,170.0130005,3.4265201,5,0,70.4589005,0,0.461074,0.285512,0.279677,0.121717,1,0.282702,0.200917,2,0.0690406,0.546337,0,0,0.519061,0.21834,-3323668.745,1917156.247
70,0,86.4436035,241.3359985,1,11.9169998,0.509277,242.1860046,5.1820898,2,3005.560059,95.5739975,0,0.439038,0.449703,0.3368,0.70481,0,0.682729,0.804316,0,0.0778448,0.355431,1,2,0.785298,0.18332,-3655881.14,1853451.098
71,0,26.4706001,66.947197,4,13.2715998,0.474843,87.1941986,1.06776,3,1000.320007,91.4888,0,0.368713,0.315949,-0.0553532,0.697176,0,0.64859,0.869476,1,0.0940662,0.257341,2,0,0.655753,0.191805,-3417684.643,1991599.048
72,0,6.6384902,497.8200073,4,9.8107595,0.421094,136.3699951,2.7002699,6,2001.920044,65.226799,0,0.499001,0.5078,0.231384,0.0926777,0,0.387647,0.898414,1,0.399325,0.315437,2,0,0.472694,0.215808,-3388642.122,1724143.941
73,0,56.6563988,102.0660019,4,11.5033998,0.539763,68.7230988,1.20752,1,2828.76001,97.8230972,1,0.509018,0.293637,0.378414,0.378891,1,0.622623,0.653759,0,0.296218,0.495068,4,1,0.640583,0.193864,-3982997.117,1660893.949
74,0,169.772995,578.5449829,4,8.5752096,0.553486,537.7849731,10.4645996,2,1016.419983,96.0886993,0,0.407453,0.483781,0.594398,0.131793,0,0.526457,0.768458,0,0.0826596,0.233863,3,2,0.730157,0.17351,-3559694.401,1890256.735
75,0,219.6649933,614.5960083,4,8.2294598,0.412627,262.6080017,4.7895098,6,1009.530029,61.8838997,0,0.507755,0.535711,0.355448,0.143605,0,0.372365,0.802911,1,0.331857,0.514864,0,1,0.618134,0.219851,-3504144.461,1783575.246
76,0,290.0679932,-1.01771,1,10.5108004,0.375001,75.205101,0.469574,-9999,1000,85.4179001,0,0.290781,0.0599852,0.511505,0.42572,0,0.490507,0.756451,0,0.105442,1.2574199,0,0,0.359559,0.216056,-4017026.728,1639719.124
77,0,15.4020004,480.0589905,2,11.0909004,0.466019,136.2570038,1.20871,5,2415.280029,65.1822968,0,0.490886,0.320872,0.418643,0.532737,1,0.400647,0.798386,2,0.0699976,0.365683,1,0,0.6549,0.222378,-3077794.585,1950607.246
78,0,51.2495995,84.5114975,4,12.6054001,0.396262,30.9263992,0.564143,3,1000,69.7082977,0,0.295012,0.238058,0.271867,0.321401,1,0.42698,0.479344,2,0.0493699,0.515326,1,2,0.510194,0.206694,-3161698.98,1988098.868
79,0,51.6952019,694.1710205,4,8.1005001,0.403308,239.6600037,5.1076698,5,2829.780029,55.8513985,0,0.522265,0.218393,0.206039,0,1,0.196713,0.560423,2,0.0852125,1.05408,0,0,0.321346,0.269323,-3684525.427,1664679.839
80,0,312.618988,523.7739868,4,8.7779198,0.489224,188.8800049,3.10325,5,0,69.5882034,1,0.529768,0.335047,0.311613,0.0813234,0,0.498071,0.930484,0,0.226475,0.644521,0,2,0.689372,0.233964,-3870231.784,1682273.284
81,0,121.4260025,301.7470093,4,12.1515999,0.396515,142.0709991,2.62638,5,3002.219971,73.4608994,0,0.335614,0.216767,0.242306,0.485438,1,0.510593,0.565262,2,0.0419637,0.425995,0,0,0.51277,0.199189,-3216713.928,1997006.838
82,0,208.8670044,572.8709717,2,6.6617699,0.479081,505.3420105,11.3678999,3,1028.689941,72.0121994,0,0.493966,0.554712,0.112409,0,0,0.493674,0.665661,1,0.348582,0.561219,1,0,0.558927,0.218604,-4014896.303,1429313.757
83,0,204.4199982,136.4799957,4,9.1440201,0.499968,310.8789978,5.2384701,1,1000.150024,75.8231964,1,0.39252,0.22127,0.231899,0.157322,0,0.487413,0.90931,0,0.273158,0.233695,2,2,0.690225,0.212425,-4065302.126,1598316.8
84,0,76.3299026,430.8089905,4,11.3617001,0.472227,45.8342018,0.565256,3,1414.209961,73.350502,0,0.394486,0.32877,0.480646,0.504977,1,0.457584,0.825135,0,0.0588129,0.847988,1,0,0.659959,0.217826,-3068990.327,1966912.264
85,0,208.5670013,295.9639893,3,12.8191996,0.560884,495.8670044,4.50106,2,3842.629883,118.6790009,0,0.317685,0.248091,0.225726,0.774122,0,0.585102,0.919913,0,0.0992995,0.338498,2,0,0.583139,0.162646,-3491607.791,1972072.211
86,0,267.223999,639.9489746,4,6.0658498,0.471197,666.3189697,8.44555,3,1000.070007,99.5066986,1,0.635941,0.474156,0.0523927,0,0,0.659924,0.801222,0,0.224112,0.561386,1,2,0.673765,0.168835,-4144192.761,1339051.303
87,0,84.5111008,1020.669983,4,7.6188798,0.557283,459.6549988,6.5929899,3,1041.209961,81.5286026,0,0.500372,0.619509,0.664507,0.0328862,0,0.61624,0.847531,0,0.256773,0.39172,2,2,0.756492,0.196871,-3577400.987,1834000.546
88,0,54.6571999,412.1440125,1,12.9659004,0.55999,518.0269775,6.95683,1,1000.460022,119.8059998,0,0.332769,0.193073,0.022549,0.702718,0,0.458712,0.861687,0,0.0591628,0.274213,1,0,0.706493,0.14945,-3229939.162,2044487.172
89,0,293.4989929,569.302002,4,9.9796,0.567534,367.1010132,5.0246601,2,2008,107.4909973,1,0.384991,0.381361,0.558475,0.519533,0,0.58309,0.922669,0,0.0569249,0.165175,2,1,0.711793,0.155287,-3557778.879,1910348.86
90,0,276.6380005,570.4329834,4,10.6282997,0.580205,131.3339996,1.38314,2,0,126.8639984,0,0.359001,0.185376,0.271167,0.521367,0,0.338984,0.817755,0,0.0461954,0.219085,2,0,0.659637,0.168493,-3448106.77,1973664.238
91,0,94.1472015,338.2600098,4,7.7743101,0.496428,271.8320007,5.8537698,3,1415.670044,95.5782013,0,0.456428,0.363274,0.0708264,0.0099158,0,0.363947,0.607175,1,0.195165,1.01819,1,0,0.538535,0.195026,-4090028.844,1285632.246
92,0,158.2579956,657.9119873,1,7.34868,0.376573,323.7399902,4.3459501,7,1000.059998,59.2695999,0,0.560822,0.356444,0.19087,0,0,0.236412,0.847884,1,0.162253,0.886352,0,1,0.434062,0.254468,-3709746.352,1631851.998
93,0,75.3451996,678.7890015,4,5.6221499,0.435989,465.677002,1.90754,3,1414.5,54.2747002,1,0.624042,0.500078,0.204382,0,0,0.689533,0.814098,0,0.259905,0.890319,1,0,0.525441,0.260759,-4133786.732,1474885.87
94,0,319.5889893,919.7459717,1,11.8653002,0.589779,267.0190125,1.86851,1,0,116.5350037,0,0.333446,0.137279,0.0206046,0.285764,0,0.216539,0.825515,0,0.0336638,0.174423,4,0,0.64817,0.143416,-3247400.713,2030961.732
95,0,275.8580017,596.34198,2,9.6916199,0.34304,176.8670044,2.15448,6,2417.189941,61.2086983,0,0.454512,0.475076,0.521467,0.163622,0,0.410348,0.909141,1,0.264362,0.423924,1,0,0.48784,0.238219,-3320299.936,1818106.159
96,0,162.9049988,809.5360107,3,9.4408102,0.551101,644.190979,14.1169004,1,2441.070068,132.2120056,0,0.395709,0.328503,0.383405,0.194167,0,0.284253,0.136612,0,0.11134,0.29656,3,1,0.621992,0.144371,-3463735.555,1949365.073
97,0,14.9035997,526.5490112,4,9.9089298,0.325635,120.4169998,0.764409,6,1000.460022,59.7467995,0,0.488831,0.589171,0.522649,0.171278,0,0.561091,0.654525,1,0.161592,0.40205,0,0,0.626065,0.239896,-3321019.592,1808263.869
98,0,141.802002,1101.660034,4,5.1044502,0.51765,486.0889893,6.4121199,2,1432.219971,69.0845032,0,0.419042,0.197079,0.2431,0,0,0.539669,0.893498,0,0.245224,0.479127,2,0,0.44553,0.213522,-4100488.725,1566646.985
99,0,178.8370056,1116.02002,4,4.2190199,0.430413,423.3080139,3.98944,3,2434.790039,58.111599,1,0.585813,0.542145,0.241986,0,0,0.788155,0.645445,0,0.221466,1.11444,2,0,0.58227,0.287611,-4097544.58,1487986.267
100,0,228.9259949,188.3399963,3,10.6422005,0.504143,194.5850067,3.2030799,5,1000.159973,91.740303,0,0.354334,0.361336,0.549659,0.73563,0,0.624898,0.790413,1,0.0779934,0.123453,1,1,0.6661,0.170055,-3499329.581,1925950.864
101,0,169.401001,857.5510254,4,7.92137,0.45682,413.1010132,8.3172598,5,1431.719971,60.1463013,0,0.552346,0.443272,0.199948,0,0,0.415377,0.864254,0,0.309643,0.672911,0,2,0.678014,0.23042,-3743414.757,1673452.592
102,0,286.6629944,981.5889893,4,4.6804099,0.483005,363.5570068,8.1765299,3,1013,69.6011963,0,0.578121,0.466735,0.17358,0,0,0.809823,0.8914,0,0.117716,0.96095,0,1,0.693008,0.220181,-4131194.245,1417194.565
103,0,54.3171997,834.2529907,4,8.1521196,0.503615,472.7330017,7.3226199,2,2047.780029,72.3985977,0,0.474093,0.567066,0.648099,0.191238,0,0.540599,0.844054,0,0.153145,0.18086,3,0,0.772603,0.182969,-3500443.222,1890928.098
104,0,68.8448029,480.3139954,2,9.6241598,0.337717,107.0820007,1.8537199,6,1000,60.0158005,0,0.471659,0.64103,0.530324,0.157378,0,0.624233,0.86566,1,0.240933,0.363537,1,0,0.583331,0.241334,-3326159.124,1813834.312
105,0,267.3959961,323.8640137,2,10.8003998,0.350453,204.8869934,4.2635498,6,0,57.3577995,0,0.458459,0.609138,0.48051,0.120545,0,0.618828,0.868728,1,0.236252,0.281517,0,0,0.603438,0.232085,-3296781.051,1817630.826
106,0,53.8040009,1029.369995,4,6.3877201,0.49864,253.1410065,4.9173298,3,1005.52002,74.4623032,0,0.505318,0.473646,0.787541,0.0112184,0,0.41902,0.838208,0,0.187448,0.815056,1,2,0.73277,0.229311,-3542370.24,1818926.972
107,0,97.9110031,734.3250122,4,7.7172298,0.414364,246.2149963,5.2025499,5,2010.619995,61.7220993,0,0.519868,0.304187,0.599872,0.112034,1,0.193783,0.663053,1,0.117151,0.529069,0,1,0.510853,0.232235,-3527347.862,1800620.451
108,0,157.0650024,568.4710083,4,9.7041798,0.550595,512.2509766,8.8871803,2,1012.179993,97.2518997,0,0.378488,0.383292,0.519372,0.49365,0,0.556879,0.926546,0,0.0599119,0.315944,2,1,0.713838,0.153155,-3528719.22,1921397.596
109,0,3.36251,560.9569702,4,9.51682,0.382895,243.6929932,3.86711,6,2417.320068,55.9048996,0,0.428041,0.606836,0.276437,0.112671,0,0.244613,0.834234,0,0.222349,0.739216,1,2,0.47401,0.23769,-3529889.776,1672414.622
